node_id,computed_status,is_root,required_children,affected_effective_sources
hf:OpenAssistant/oasst1,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/SciRIFF-train-mix;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-v2-sft-long-mixture;hf:allenai/tulu-v2-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:PersonalAILab/TaskCraft,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use
hf:PleIAs/SYNTH,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:Salesforce/xlam-function-calling-60k,cleared,no,0,hf:Salesforce/xlam-function-calling-60k;hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use;hf:danish-foundation-models/dfm-dyna-instruct
hf:THUDM/LongAlign-10k,cleared,no,11,hf:danish-foundation-models/dfm-dyna-instruct
hf:Team-ACE/ToolACE,cleared,no,0,hf:Team-ACE/ToolACE;hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use
hf:WizardLMTeam/WizardLM_evol_instruct_V2_196k,cleared,no,0,hf:allenai/SciRIFF-train-mix;hf:allenai/tulu-v2-sft-long-mixture;hf:allenai/tulu-v2-sft-mixture
hf:ai2-adapt-dev/flan_v2_converted,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/Dolci-Instruct-SFT,cleared,yes,23,hf:allenai/Dolci-Instruct-SFT
hf:allenai/Dolci-Instruct-SFT-No-Tools,cleared,yes,22,hf:allenai/Dolci-Instruct-SFT-No-Tools
hf:allenai/Dolci-Instruct-SFT-Tool-Use,cleared,no,6,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use
hf:allenai/Dolci-Instruct-SFT-Tool-Use-SA,cleared,yes,0,hf:allenai/Dolci-Instruct-SFT-Tool-Use-SA
hf:allenai/IF_sft_data_verified,cleared,yes,2,hf:allenai/IF_sft_data_verified
hf:allenai/RLVR-GSM,cleared,yes,0,hf:allenai/RLVR-GSM
hf:allenai/RLVR-MATH,cleared,yes,0,hf:allenai/RLVR-MATH
hf:allenai/SciRIFF,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/SciRIFF-train-mix;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-v2-sft-long-mixture;hf:allenai/tulu-v2-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/SciRIFF-train-mix,cleared,yes,2,hf:allenai/SciRIFF-train-mix
hf:allenai/WildChat-1M,cleared,no,1,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/big-reasoning-traces,cleared,yes,0,hf:allenai/big-reasoning-traces
hf:allenai/coconot,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/open_math_2_50k_r1-original,cleared,no,2,hf:allenai/IF_sft_data_verified;hf:allenai/open_math_2_50k_r1-original;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/openscilm_queries,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use
hf:allenai/quac,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:allenai/ropes,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:allenai/tulu-3-hard-coded,cleared,no,0,hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-personas-algebra,cleared,no,1,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-personas-math,cleared,no,1,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture
hf:allenai/tulu-3-sft-mixture,cleared,no,19,hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,cleared,no,19,hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-algebra,cleared,no,2,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-3-sft-personas-algebra;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-code,cleared,no,3,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-3-sft-personas-code;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-instruction-following,cleared,no,4,hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-3-sft-personas-instruction-following;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-math,cleared,no,3,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-3-sft-personas-math;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-math-filtered,cleared,no,1,hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-math-grade,cleared,no,2,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-3-sft-personas-math-grade-filtered,cleared,no,1,hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/tulu-v2-sft-long-mixture,cleared,yes,10,hf:allenai/tulu-v2-sft-long-mixture
hf:allenai/tulu-v2-sft-mixture,cleared,no,10,hf:allenai/SciRIFF-train-mix;hf:allenai/tulu-v2-sft-mixture
hf:allenai/verifiable-reasoning-filtered-gpt-41,cleared,yes,2,hf:allenai/verifiable-reasoning-filtered-gpt-41
hf:allenai/verifiable-reasoning-filtered-o4-mini,cleared,yes,2,hf:allenai/verifiable-reasoning-filtered-o4-mini
hf:allenai/wildguardmix,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:allenai/wildjailbreak,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct
hf:anon8231489123/ShareGPT_Vicuna_unfiltered,cleared,no,0,hf:allenai/SciRIFF-train-mix;hf:allenai/tulu-v2-sft-long-mixture;hf:allenai/tulu-v2-sft-mixture
hf:callanwu/WebWalkerQA,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use
hf:ccdv/govreport-summarization,cleared,no,0,hf:ccdv/govreport-summarization;hf:schneiderkamplab/transformations-english-danish;hf:schneiderkamplab/transformations-english-english
hf:common-pile/arxiv_papers_filtered,cleared,no,0,hf:common-pile/arxiv_papers_filtered;hf:schneiderkamplab/transformations-english-danish;hf:schneiderkamplab/transformations-english-english
hf:danish-foundation-models/ai_arena_udtraek,cleared,yes,0,hf:danish-foundation-models/ai_arena_udtraek
hf:danish-foundation-models/dfm-dyna-instruct,cleared,yes,10,hf:danish-foundation-models/dfm-dyna-instruct
hf:danish-foundation-models/kaenguruen,cleared,yes,0,hf:danish-foundation-models/kaenguruen
hf:danish-foundation-models/laerebogen,cleared,no,0,hf:danish-foundation-models/laerebogen;hf:schneiderkamplab/transformations-danish-danish;hf:schneiderkamplab/transformations-danish-english
hf:dataset-org/dream,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:declare-lab/HarmfulQA,cleared,no,0,hf:danish-foundation-models/dfm-dyna-instruct
hf:djaym7/wiki_dialog,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:giannor/dala_tv2r_it,cleared,yes,1,hf:giannor/dala_tv2r_it
hf:giannor/gec_dala_tv2r_it,cleared,yes,1,hf:giannor/gec_dala_tv2r_it
hf:glaiveai/glaive-function-calling-v2,cleared,yes,0,hf:glaiveai/glaive-function-calling-v2
hf:google-research-datasets/natural_questions,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:google/boolq,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:hotpotqa/hotpot_qa,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:kobprof/skolegpt-instruct,cleared,yes,0,hf:kobprof/skolegpt-instruct
hf:laion/Scientific-Summaries,cleared,no,0,hf:laion/Scientific-Summaries;hf:schneiderkamplab/transformations-english-danish;hf:schneiderkamplab/transformations-english-english
hf:lmarena-ai/search-arena-24k,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-Tool-Use
hf:mandarjoshi/trivia_qa,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:nvidia/AceReason-1.1-SFT,cleared,yes,0,hf:nvidia/AceReason-1.1-SFT
hf:nvidia/Nemotron-SFT-Agentic-v2,cleared,yes,0,hf:nvidia/Nemotron-SFT-Agentic-v2
hf:nvidia/Nemotron-SFT-Instruction-Following-Chat-v2,cleared,yes,0,hf:nvidia/Nemotron-SFT-Instruction-Following-Chat-v2
hf:nvidia/Nemotron-SFT-Multilingual-v1,cleared,yes,0,hf:nvidia/Nemotron-SFT-Multilingual-v1
hf:nvidia/Nemotron-SFT-OpenCode-v1,cleared,no,0,hf:danish-foundation-models/dfm-dyna-instruct
hf:nvidia/Nemotron-SFT-SWE-v2,cleared,no,0,hf:danish-foundation-models/dfm-dyna-instruct
hf:nvidia/OpenCodeInstruct,cleared,no,0,hf:danish-foundation-models/dfm-dyna-instruct
hf:nvidia/OpenMathInstruct-2,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/open_math_2_50k_r1-original;hf:allenai/tulu-3-sft-mixture;hf:danish-foundation-models/dfm-dyna-instruct;hf:nvidia/OpenMathInstruct-2
hf:oliverkinch/autodata-da-sft,cleared,yes,1,hf:oliverkinch/autodata-da-sft
hf:oliverkinch/da-instruct-dynaword,cleared,yes,1,hf:oliverkinch/da-instruct-dynaword
hf:oliverkinch/da-instruct-dynaword-contemporary,cleared,yes,1,hf:oliverkinch/da-instruct-dynaword-contemporary
hf:oliverkinch/da-instruct-dynaword-contemporary-hq,cleared,yes,1,hf:oliverkinch/da-instruct-dynaword-contemporary-hq
hf:oliverkinch/da-instruct-dynaword-hq,cleared,yes,1,hf:oliverkinch/da-instruct-dynaword-hq
hf:oliverkinch/danish-qa,cleared,yes,0,hf:oliverkinch/danish-qa
hf:oliverkinch/danish-summarization,cleared,yes,0,hf:oliverkinch/danish-summarization
hf:oliverkinch/danish-university-portals-bt,cleared,yes,0,hf:oliverkinch/danish-university-portals-bt
hf:oliverkinch/danmarks-statistik-bt,cleared,no,0,hf:oliverkinch/danmarks-statistik-bt;hf:schneiderkamplab/transformations-danish-danish;hf:schneiderkamplab/transformations-danish-english
hf:oliverkinch/doab-da-bt,cleared,no,0,hf:oliverkinch/doab-da-bt;hf:schneiderkamplab/transformations-danish-danish;hf:schneiderkamplab/transformations-danish-english
hf:oliverkinch/dst-table-prompts-bt,cleared,yes,0,hf:oliverkinch/dst-table-prompts-bt
hf:oliverkinch/dynaword-bt,cleared,yes,1,hf:oliverkinch/dynaword-bt
hf:oliverkinch/eur-lex-bt,cleared,yes,0,hf:oliverkinch/eur-lex-bt
hf:oliverkinch/eur-lex-sum-instruct,cleared,yes,0,hf:oliverkinch/eur-lex-sum-instruct
hf:oliverkinch/instruct-bt,cleared,no,0,hf:oliverkinch/instruct-bt;hf:schneiderkamplab/transformations-danish-danish;hf:schneiderkamplab/transformations-danish-english
hf:oliverkinch/machine-translation-da-ar,cleared,yes,0,hf:oliverkinch/machine-translation-da-ar
hf:oliverkinch/machine-translation-da-en,cleared,yes,0,hf:oliverkinch/machine-translation-da-en
hf:oliverkinch/machine-translation-da-uk,cleared,yes,0,hf:oliverkinch/machine-translation-da-uk
hf:oliverkinch/multi-wiki-qa-high-quality-subset,cleared,yes,0,hf:oliverkinch/multi-wiki-qa-high-quality-subset
hf:oliverkinch/tidsskrift-dk-bt,cleared,no,0,hf:oliverkinch/tidsskrift-dk-bt;hf:schneiderkamplab/transformations-danish-danish;hf:schneiderkamplab/transformations-danish-english
hf:open-r1/Mixture-of-Thoughts,cleared,no,3,hf:danish-foundation-models/dfm-dyna-instruct
hf:open-r1/s1K-1.1,cleared,no,0,hf:danish-foundation-models/dfm-dyna-instruct
hf:open-thoughts/OpenThoughts2-1M,cleared,yes,0,hf:open-thoughts/OpenThoughts2-1M
hf:open-thoughts/OpenThoughts3-1.2M,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:danish-foundation-models/dfm-dyna-instruct
hf:proj-persona/PersonaHub,cleared,no,0,hf:allenai/Dolci-Instruct-SFT;hf:allenai/Dolci-Instruct-SFT-No-Tools;hf:allenai/IF_sft_data_verified;hf:allenai/tulu-3-sft-mixture;hf:allenai/tulu-3-sft-personas-algebra;hf:allenai/tulu-3-sft-personas-code;hf:allenai/tulu-3-sft-personas-instruction-following;hf:allenai/tulu-3-sft-personas-math;hf:danish-foundation-models/dfm-dyna-instruct
hf:rajpurkar/squad,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:rajpurkar/squad_v2,cleared,no,0,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:sapientinc/HRM-Text-data-io-cleaned-20260515,cleared,yes,8,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:sapientinc/sudoku-extreme,cleared,no,2,hf:sapientinc/HRM-Text-data-io-cleaned-20260515
hf:schneiderkamplab/common-pile-denoising,cleared,yes,1,hf:schneiderkamplab/common-pile-denoising
hf:schneiderkamplab/common-pile-paragraph-reordering,cleared,yes,1,hf:schneiderkamplab/common-pile-paragraph-reordering
hf:schneiderkamplab/common-pile-prefix-continuation,cleared,yes,1,hf:schneiderkamplab/common-pile-prefix-continuation
hf:schneiderkamplab/common-pile-span-filling,cleared,yes,1,hf:schneiderkamplab/common-pile-span-filling
hf:schneiderkamplab/danish-dynaword-denoising,cleared,yes,1,hf:schneiderkamplab/danish-dynaword-denoising
hf:schneiderkamplab/danish-dynaword-paragraph-reordering,cleared,yes,1,hf:schneiderkamplab/danish-dynaword-paragraph-reordering
hf:schneiderkamplab/danish-dynaword-prefix-continuation,cleared,yes,1,hf:schneiderkamplab/danish-dynaword-prefix-continuation
hf:schneiderkamplab/danish-dynaword-span-filling,cleared,yes,1,hf:schneiderkamplab/danish-dynaword-span-filling
hf:schneiderkamplab/dfm8-openhermes-da,cleared,yes,1,hf:schneiderkamplab/dfm8-openhermes-da
hf:schneiderkamplab/dfm8-openhermes-en,cleared,yes,1,hf:schneiderkamplab/dfm8-openhermes-en
hf:schneiderkamplab/dfm8-synthetic-code-debugging,cleared,yes,3,hf:schneiderkamplab/dfm8-synthetic-code-debugging
hf:schneiderkamplab/dfm8-synthetic-constrained-format-following,cleared,yes,3,hf:schneiderkamplab/dfm8-synthetic-constrained-format-following
hf:schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,cleared,yes,3,hf:schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls
hf:schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,cleared,yes,3,hf:schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat
hf:schneiderkamplab/dfm8-synthetic-native-tool-calling,cleared,yes,3,hf:schneiderkamplab/dfm8-synthetic-native-tool-calling
hf:schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,cleared,yes,3,hf:schneiderkamplab/dfm8-synthetic-strict-math-answer-contract
hf:schneiderkamplab/opus-da-en-permissive,cleared,yes,0,hf:schneiderkamplab/opus-da-en-permissive
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,cleared,yes,1,hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject
