document_sha256,occurrences,instruction_generation_rows,instruction_generation_ifeval_rows,languages,document_chars,content_group,marker_stratum,restrictive_notice,open_licence_marker,public_domain_marker,government_copyright_marker,copyright_marker,classification_tied,script_group,domains
1d39132669ffd717b0747bb48884651bd41bf06346da5caae08eebc4e8502452,2,2,0,English,9639,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1d5434a601d16314a64cdee9ff57b08243f9ce447b2d2438fee851f5e7c6a3ee,2,2,0,Portuguese,7581,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1d629c5139d05869eedc57c7db537eb1a27415d0b1645948561d1154d3fa792c,2,2,0,French,4995,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1d71107d80b12666cb5c9b56e68e2727a6d967a483cfe0243249db6ab4b9cbd3,2,2,0,French,14352,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,ledevoir.com
1d75bf816baeff47f4b48bf61ac93483a001d2d7770a9f2dd84653d18868f31c,2,2,0,Spanish,3646,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1d860647b6d046e058cb564ea9f35b9c5eafacd5c800394efb54a984ab57c0d3,2,2,0,Italian,3311,encyclopedia/reference,no_explicit_marker,False,False,False,False,False,False,latin_or_other,aimuse.it
1d86e12a357a0d225155056ece0ea3177910ad6118cca6a2e0dd8c28c2671329,2,2,0,French,14898,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1d981b24501a0b936d1cfed32d386256ec76b7a7b9508bbe8bae5ec3f7b392bc,2,2,0,English,13203,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e1fdd16298ead59b7ecd56095a398279f159293c3c25c8acbb1d895adf1e584,2,2,0,Italian,5591,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e2ff8c4dc639db1977b95ebdc601c18da56659691dfc9ee06e64f87e3e759de,2,2,0,English,16371,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e512e8211baaa7fdd17de31979abf00ea963d16bc2424370c53def0c9ee8a2d,2,2,0,Portuguese,3472,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e646191bf97be3bef57ecbf14f36e669c4f5f74e53923fdac7f2deca097bbc8,2,2,0,Italian,13822,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e660e7472505fee9962b4cdeecb4e04d54d5a48f75db71aa2e507060904801a,2,2,0,Portuguese,1158,government/legal/procurement,no_explicit_marker,False,False,False,False,False,True,latin_or_other,
1e6f526060e24056984a1a510247eda59d40803bddc27ae014559ee50e37ea4e,2,2,0,English,2975,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e7063a9320e63f010a74ae99b00bf8e943d29e7a05574d741cd16915c5202e2,2,2,0,Spanish,2667,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e8439ab8075bfafbc208e682feb5e17ed227d7e19cba8dde9c3e234aece4072,2,2,0,English,4611,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e8b29ac1916b03d7d2d9b2be55a52b0ae6b417acb7ef055bb4da2acb2c8e704,2,2,0,English,3072,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1e9123e9bfe2f42980ea3d11a6786760d74e5f246b1890511bd6ed7448e06465,2,2,0,Portuguese,6635,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1ec34333066ae7f726134ef7538d44e848651bca4dadda0544cf8d079738f1f3,2,2,0,French,11718,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
1eda08be75bbc4e64afe9b8622c2c4f302bda0acfb9934c013d877772fe12299,2,2,0,English,6636,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1efa2b2461c0588a81ea27e5f4a127c7a3b0e7bd2be210bb43cb911a26265b15,2,2,0,Spanish,8702,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1f081f6f6e6941102cd16b44c18821ee708064e93505277fc72d6b330e96001a,2,2,0,Italian,2440,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1f0f6e14ae351dc2b28a86562b373faf537ff48e2745fa28f70dce3bf07c2f49,2,2,0,Spanish,15946,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1f462e848c96979ebeb0e5fbf185f1f8ed4d4ecd0aa133fbf0fe02564c84ab65,2,2,0,English,2888,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1f4d528c81535145e92e1671d278e3951f6e8e8bf894be0a855287e8e4eeb397,2,2,0,English,5809,books/literary/publisher,no_explicit_marker,False,False,False,False,False,False,latin_or_other,speedypaper.net
1f4d6501f478c07c270d08aaff8de2b1ea691614a53765729e67a502709ced69,2,2,0,English,2985,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1f4de5748d546915958c18c7e2722470822bddce1a81aec78e3c0b3a1179c156,2,2,0,Italian,7276,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1fc37b3d017a8c07565c00d87483da402c29653fdf2110361f35afb8f4c133e6,2,2,0,Portuguese,3617,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1fcb0946681ebbb7f18a833ada6a8d1409246a24c27034ba40db1a6df2392e0e,2,2,0,Spanish,5540,unclassified/mixed,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
1fee66a0a28201f8f0391d1ceac87938605e759f7e2039b0aa3da7e311cc71b4,2,2,0,English,19231,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
1ff342bd1d8bd72406e525bc3c447f11b9f1b30aaf9f9a80dbb67b4d8d7332f9,2,2,0,French,6185,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20203ea5d989237d8506f483fc3b53ad3166f882c06ae6861615ebadc9bc9fac,2,2,0,Spanish,4178,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2030fabbc10d2fee26ae9ff82a64bbd75b1210f18747de6db29848f645f7edf6,2,2,0,French,8135,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
207788d9d03155b6e9a69ca539221e5d6965c12e3ccdcb243a8cb8e062fab566,2,2,0,Spanish,6496,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
208639631966e8f67d05a83092bcb6b518d89886202b15bd8a7ce5c7cb4e589f,2,2,0,Spanish,10623,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20ab6435c7c31710a416eefa78bdaedf36072c8a083064b8f04c6d3010320fe7,2,2,0,French,6422,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20b8dad20a15fa72909f3639cc7b569d22ae4d372682dba641a844933e95e893,2,2,0,English,18151,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20bb232d316c39a94d96b8c3945f2c44323d80b4f7e04b2ed5ce230a5dafe442,2,2,0,Portuguese,7150,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20c79b8b7a315bb01fd2f7450b177b53f63be0049aa33c93504d46bd2007c234,2,2,0,Spanish,5405,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20c902ed642692153dc09bfacef325e84cfae2ea7211c4cd43b696b9748c9d03,2,2,0,English,3671,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20e912de2760714c55328d2fec265afa650272d81352967d21e84e3928a3beb9,2,2,0,English,6676,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
20fb800ce16442bec07f6a0b3dc5ca00bc85d2670d0c657c805b674769720f03,2,2,0,French,10322,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,fr.wikipedia.org
2124cc6038f8c584dee5cdb04f32446130128f47d1e8e2e6a9c16d7db3fee4d1,2,2,0,German,5444,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
21360d27f6524edfbccf0ea013730d11a174d8f62c478c37e5c49ba7e39d6fd0,2,2,0,English,11612,education/course/textbook,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
214c75cbb203ad6ce68d22110cdb421de4535c4905be9e3d5344ddcd60c23343,2,2,0,English,20016,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2158c942e6f1d004c9953b7ea2a3725869a0fb9d5586b0a3ff743dea68db1b76,2,2,0,Portuguese,1567,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
218b09a094fdff0c0e1117e372a9dacdb7fcc591d14814f9dff6da082c22c67d,2,2,0,English,5832,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
219bd4c8d4f33d8ea79756ba72dd97070409894fb183972064320e42961a0b12,2,2,0,English,4311,scholarly/research,no_explicit_marker,False,False,False,False,False,True,latin_or_other,
21c913c2e74a9188af177add04e0fc5121836d7af973464f90b99ba5ca337ff3,2,2,0,French,9734,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
21d5a788df86ab22e775182118d727e11fcddf3dc48b169d2a8e4af8e9b3e952,2,2,0,English,1943,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
21dda1f556e01aaecb57145c528632ae0c6bbd67850c6eaf6023706393029632,2,2,0,Spanish,7542,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,diario-octubre.com
21e2685d9a39b2b72c62696cf6756ed00cb08f9a54b3f37847e0cbffbcbb8414,2,2,0,German,6021,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
21fad7bba4d8ee8f16fa42d893bffc2f880cc971f285a15f6c946e645979f8e4,2,2,0,Spanish,6218,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
221fb9885ec88d355344e0b600e3a64c00ed55a606fdc3187bcc2cffef648511,2,2,0,English,1365,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
22873eeedea00b596677e08e76b6a93bb45312e3351ca6d5a8873d14f770ffcd,2,2,0,Spanish,5721,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
22a7ecc053f8c6dac698df4d073bb6d8f78af7bbc5b436a96137eb04f5a8b8bf,2,2,0,English,3955,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
22fc7b5cc2dbae413e9204026654daddbdf40b20000a8dc518b0722ad5341987,2,2,0,Portuguese,6287,encyclopedia/reference,no_explicit_marker,False,False,False,False,False,True,latin_or_other,pt.wikipedia.org
230b14568085b76d34e95b6f1d1bbd3c5c43e28624c15ba4049cbbe8fe5084e3,2,2,0,Portuguese,1932,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
23362cb1901e856c9feab34c2faf9c62d82176f1831f327e5e9ca9ce36d7f943,2,2,0,Italian,2414,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
23404fd1686ca074842fcf69190875ea91185d76fd110526aa47b0809b596e13,2,2,0,English,9336,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
234a7b7b3d47dec100321080b4bcbc37acb195133d3aba077070f7da88a6c2a0,2,2,0,Italian,3094,unclassified/mixed,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
235800b66af9b20eff683b58f4c163f4c7539d807cff98ef479626873ed00abf,2,2,0,French,4205,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
238745df08058ff89804cf734f27b92f977f1087502f0b8c6f2f098236a73a42,2,2,0,Italian,3142,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
23ca30902bb14908eaa2db44d6bec77bc12c34f0a1fff14ac89ed5690474fc9e,2,2,0,Italian,2245,manual/technical documentation,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2403c62345c43e876ee6e71a4fc0eed7c04bd017ca9794c6433f3cadbdf8a7bf,2,2,0,German,3553,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,fal.de
241051ac5c4711267932cf16e90aa8a9a759ee3e70185a09a31648a003263dd4,2,2,0,English,6139,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2430411dfb1c7ba8ea897bcaa2c48e5fd10295911e779703121e4960e5c22971,2,2,0,English,4558,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
24664854f85d7cb1505a0b8127357d19d5f50fd5ed2b76df0eff3b0c336d88d3,2,2,0,English,22480,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2483b59df4770ddbf802bb2a5048f11873209daf106479a57a41a3742744b878,2,2,0,English,3731,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
248dc3b39741b8bc0acd6fe6008c9e251d7b56f66a8a7b5afea93c355f3587bb,2,2,0,Italian,1239,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
24aa37285034215e10736d6256fddeb603f11d1f3d68d41da1422c679cd60513,2,2,0,English,6638,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
24d191329c62cc1a4aab9f142f70b8c835ea0390518832b34f0ac26e2d2c6cbb,2,2,0,English,3119,education/course/textbook,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
24d57a04e6f52fdb10652273191ffe20a36bacf557c460912ff51bd93a9f0786,2,2,0,Portuguese,2719,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2528d44c1185a7d3cee490715343d2f71b73a894384963f0c7ccc415bdf671d2,2,2,0,English,2632,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
252af0a10246cdc75d16626fc23a89357c86a5c257c17937637f4df583ff5437,2,2,0,English,21318,government/legal/procurement,no_explicit_marker,False,False,False,False,False,True,latin_or_other,reptilestartup.com
2538851d5878ca486d02576b7e0df9020df71ce4c6cbe195fc13dda28be20646,2,2,0,English,2896,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
257050766e2e92cbb6abd390adabcdcc5c1e2951912134c1e723bedf66f299e3,2,2,0,English,5700,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2582934951e64e1f510437c5ae49f28390f646c980705c050e9c2ffaab1046fe,2,2,0,Italian,12808,manual/technical documentation,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
25a0114c365e16e95fe52dcadffe1a2876a7a784f6d4638f26da5356e71ef2f6,2,2,0,English,1575,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
25c523f5e9e3f2b5c47c4427941f45f3d113ca3463149825e11e00bab429097c,2,2,0,French,2732,books/literary/publisher,no_explicit_marker,False,False,False,False,False,True,latin_or_other,
2622cfb75389f82f91b794495e22198c9c721852906e9681056b68dc0683f005,2,2,0,Portuguese,14934,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
26383608dda98dacc3270829baedd527a0b265f39b7e8356cf6d03de51a89a5d,2,2,0,English,4801,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
263cf8568aac44d9b9b1fdffcc26fe85bc43ee86dcd969df5052021f2fe7c9c2,2,2,0,Italian,14953,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2687ebac6e1f66d15dfc86961f50b102070fd8564d8862f294ad556123d80535,2,2,0,English,4243,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
268bc4e0d57b4a5b029ef1a36dd9d50701b11dde141717924259f86e95140b35,2,2,0,French,2534,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2696fb1fb3d1f3a86fac0f127bc662b0a3fc7139010e75a0a36341259f35b2d8,2,2,0,French,15644,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
26c0ab78e75008c16fff53093ba472a04941e05bb0e2b18ba7225846d06ed0f5,2,2,0,Portuguese,3097,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
26d606629e9b38410d91102903c2bece017f04f7102c6bb61232a1c30b0b68bc,2,2,0,English,8612,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
26e9ad4daf2f71f497e4af34618cf1179ff584d96c1618f09dbe07cc57f3b950,2,2,0,Portuguese,14357,scholarly/research,no_explicit_marker,False,False,False,False,False,True,latin_or_other,
2701c15c20d9cfdf6070aec3f68de07b0923b48b6c4aea8de2445a00eca7c9e0,2,2,0,Portuguese,3275,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2712b3ffae86f93a92270ab56cbdd26be718deaae2c4304c5e00e0f14e16b6f3,2,2,0,Spanish,2852,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2749de86e4e96bf39b66139a77c71f53371edd914d1e794ed5f728cff89e9544,2,2,0,English,9056,books/literary/publisher,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2776bdfdf61c040a067642cfe31605a391f1789fd7b601bd8fe9628559ee8539,2,2,0,Italian,3614,corporate/financial/ESG,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
27b388bcfef07e11aa6f259f53d4474d17effbc461f341102e49bd38a7d2e672,2,2,0,Portuguese,8776,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
27d1e34f84939d8c00ea8e97e2ac7ffa4a03e0e5642f783a41b748342d423e30,2,2,0,Portuguese,2972,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
27d2c4b5e57ab5678b5acb69aa5a411eaf81444977c719f5d7cac87f1b0bc181,2,2,0,English,3315,manual/technical documentation,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
27de290e814acfc6499549b845b65c0b1716c614b8d5ff34679a35b687cd521a,2,2,0,Spanish,8960,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,elsoplao.es;espeleofoto.com
2803f5b8262f76489af4a2b8e8b91ac41bf6982a0f4388726d6ecb9bd4a3f2cd,2,2,0,English,3615,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2847e6e4d433baa5a993b57f429aff96d49a8eddf5c98d5807c2f0909d9f820f,2,2,0,Italian,5801,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
284988f47cbace355c42e3c7a299177ba4157f2b464c14836e686e8792197bd7,2,2,0,Italian,4398,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
284e8a41949438ff2433dabbd18b6b353eee60bee48ed030518be93517bfeacb,2,2,0,English,6741,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2858c4543e2d050ee6d3b8fad1d32d33f230c2f136ad1687e4eda32e57fd7dba,2,2,0,Portuguese,2308,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
286d73c63c838007be4b5841bda7c7da3446b22b59d4e2c82d528cff3c0386a0,2,2,0,English,3791,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
28a0c8940a9b8e162bc98d0941609433c7dd7a370c2fb29803969084a55c974e,2,2,0,English,5984,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
28ea77e4cdc906b33e8bb9e687234680a8d832ff82772b5990da08361008d27f,2,2,0,Portuguese,10758,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
28f012bfe8512c418410a50386eada46d1b691570a3798d698ca58bcf8c3a111,2,2,0,English,1914,books/literary/publisher,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2910542965c2b816fca72adf0e05fbc4a8b7ccfe40067c3d3b11b49b61e4638f,2,2,0,French,1697,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
29227f7bdd7f43857dd8507b6befb44236fcb9be99e6472ed635964a528eecdd,2,2,0,Portuguese,3734,government/legal/procurement,no_explicit_marker,False,False,False,False,False,True,latin_or_other,
295286d63d402ee9b80891790fd9fc94bcecc942a1002e29bd25622c04618619,2,2,0,Hindi,3317,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
29a2e76d2718db2cb703fe81bed2c5680f1f431a0317aeee932749b5fde870e7,2,2,0,English,5135,government/legal/procurement,no_explicit_marker,False,False,False,False,False,True,latin_or_other,availabletechnologies.pnl.gov;electricdistribution.ctc.com;gridwise.pnl.gov;seattletimes.nwsource.com
29b4969ea309e41c5dbb836c07a0499d541b110b900cf84ba71f04dc9ec4556d,2,2,0,English,2848,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
29f2df90c7b00b5cbf927041f885f3001701ab28ea3f332e6038c60825cf04d6,2,2,0,Italian,2606,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2a07e6dee4bb49e7b2b700a6e879b749f7b5056502b795238a5d3b390ff1462b,2,2,0,Spanish,2075,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2a0aab271e9a8af3ae5cae1499609d868adde8f14bc244199413eadf84d94148,2,2,0,Spanish,5831,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2a803147dbab65375536d325b913a84f75252e77bb205c531a63c00c63a0156c,2,2,0,English,23088,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2a88de0dcedab80bc11c952d40b6b4d5f0698244746ebca447eadc59abb0d2ae,2,2,0,Portuguese,1143,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2ac33b467ebc65070a749e0c7be56fb062190560191c13bb417b019a9f9e9e6c,2,2,0,French,4111,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2ae5133070e9bcc442da644c536f87e5e719dafdc4524230d95a2b9d1c9ae44b,2,2,0,Spanish,6216,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2ae9333a19141b5bb02bb6eeb0ebaafc4e159414b07b6da0b5866615ecb767f5,2,2,0,English,1610,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2afa6127d779cb4f740bc51c5899cbc79ab97b909a6d138a167fdc3bdc9ee996,2,2,0,English,6046,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b0ce9383e817259fda68402d7d9d58fec09a4cd70d433fd7ab3e856c6a26c1e,2,2,0,Spanish,9250,news/blog/general web,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b24b057453facf6346997f379fab11f52617dc350a9a1d0209b6cd32ab28799,2,2,0,Spanish,7091,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b3342045b5c8e62566141c725401c0b6d69b2b75f7dace1de4cc5cd47e3f629,2,2,0,French,5576,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b49c8dc6832f9a71b7bf3a46c5c427d1d3c6f45c7885740e00d29c7da25894a,2,2,0,English,20861,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b7575365cc08b5677f39bb133983823e52c4e3e81820cbba160c9848a6c87b6,2,2,0,Spanish,4785,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b7de542b4a48a13fa6dd139da308d99dcefca64007bcbfc3394df5326b4d1cc,2,2,0,Portuguese,3217,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b7f74e80361be9c49eda23cc951f435131e26f094ac99c81e73f305c7450b1a,2,2,0,English,1125,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b83d592cecde971c6db993b519a5b94d5304d32fee22dce5d8f5f33ce317b79,2,2,0,Portuguese,14216,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b92a134d1957fbca27944f5493287b2cf26517c7c89dff111603cdda95a5020,2,2,0,English,7372,books/literary/publisher,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2b95e9124b22c4a2cd48ed48aba615d7115fa1c9c2f9f1dc87945a6ca7ba7034,2,2,0,English,6169,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2bb836f38c30874f49b685173757ca4a6cc4f58f7c368635c8715c19fc249da1,2,2,0,Italian,8247,education/course/textbook,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2bd99b0f970009b7d24f21a49caaeea06ede6c7f0ccf4d0a5b97592f4c29999d,2,2,0,Spanish,10584,government/legal/procurement,no_explicit_marker,False,False,False,False,False,True,latin_or_other,
2c02d75def529b4e2c06747936263588026ee7225726c76a0928cfefab8c5713,2,2,0,French,5714,corporate/financial/ESG,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2c10e049cd3cf49820fb5e9d6b07f009d3831e6a7cbc2b703bef6ed1c322ec1a,2,2,0,English,5335,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2c2dc145cf641e2520c1155b579048199c2c872a3cff2084ee2bbbf2474b2c8e,2,2,0,Spanish,14639,manual/technical documentation,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2c4111d9b2d7d008171d77dad13338ef9aca73d0115e76cbeb60e15a3fdd1e6a,2,2,0,Italian,3077,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,False,latin_or_other,
2c53235d384ebd8a6a821be3e89e8bd9ddd0ba5b4728c92132669ea48cd042f4,2,2,0,Italian,2197,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2c718d09209fdc2741355aa4a4e45947cd3e884cd8376dcbccb4b921913bccdd,2,2,0,English,2123,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2c8cc57f0e0118ee9c19e4ee7af2531ef652015dcd55635784462c514c7d11e0,2,2,0,Portuguese,4444,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2c9ee9e65b94aee393a59e0b4e33f0502a5d88608bc7584fc4f4bacacf340835,2,2,0,Spanish,4804,unclassified/mixed,explicit_open_licence_marker,False,True,False,False,False,False,latin_or_other,
2cae1910f3c5f1656756271ef50e00535ac9345d52cee7946d71d406e61f13b2,2,2,0,Portuguese,7610,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,False,latin_or_other,
2cf2807a764470914a6b758a8b19af0847f7775f745b15563185509aaefb68de,2,2,0,Spanish,3081,news/blog/general web,explicit_open_licence_marker,False,True,False,False,True,False,latin_or_other,cdnmundo1.img.sputniknews.com;mundo.sputniknews.com;t.co
2d0a5a7e28fcee2247cdbf0c7a04fc6e4fe9786417086534f2c064fc782f813d,2,2,0,English,5481,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2d671feaf11bbb728db07d0eef515f218dbaad0c80f7544330eda1aa55a6f7f3,2,2,0,English,6499,government/legal/procurement,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2d716e905341b0100ecd3cb318efa04876332981a62b2baf93a70de376224155,2,2,0,Spanish,15863,scholarly/research,no_explicit_marker,False,False,False,False,False,False,latin_or_other,aecc.es;youtu.be
2d7cade53974fb74ff60bcbd1d89d0845efcc0e19d1077dd272b6f0b970875cf,2,2,0,English,22535,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
2d9bd24e0be3336c8653f15efcb7dc4da3cc5839e4a7932ddce8383cc17fbee7,2,2,0,Portuguese,3820,unclassified/mixed,no_explicit_marker,False,False,False,False,False,False,latin_or_other,
